order_id,product_name,category,month -year,order_date,revenue,region,customer_id,,
4456,Milk,Dairy,2023-03,08-03-2023,168.4658945,North,1927,,
4721,Eggs,Bakery,2023-03,08-03-2023,402.483646,East,1772,,
30,Eggs,Bakery,2023-03,09-03-2023,111.8763138,Central,1072,,
535,Rice,Meat,2023-03,09-03-2023,146.6114183,West,1578,,
764,Vegetables,Bakery,2023-03,09-03-2023,279.7972505,Central,1602,,
906,Fruits,Produce,2023-03,09-03-2023,121.2266114,West,1885,,
1235,Vegetables,Produce,2023-03,09-03-2023,122.5514296,South,1647,,
3214,Bread,Grains,2023-03,09-03-2023,398.9714142,North,1730,,
3625,Eggs,Meat,2023-03,09-03-2023,52.55373892,Central,1561,,
4549,Eggs,Grains,2023-03,09-03-2023,365.8982128,Central,1571,,
4822,Bread,Dairy,2023-03,09-03-2023,111.583232,West,1297,,
4869,Fruits,Grains,2023-03,09-03-2023,199.7033176,South,1260,,
4950,Chicken,Dairy,2023-03,09-03-2023,303.5567493,North,1306,,
149,Vegetables,Grains,2023-03,10-03-2023,378.4306764,East,1387,,
423,Bread,Produce,2023-03,10-03-2023,59.63625914,North,1983,,
576,Milk,Produce,2023-03,10-03-2023,21.72372118,West,1921,,
889,Milk,Grains,2023-03,10-03-2023,71.95939268,West,1238,,
1185,Vegetables,Dairy,2023-03,10-03-2023,57.73939767,West,1056,,
1970,Eggs,Grains,2023-03,10-03-2023,13.82739312,East,1781,,
2248,Chicken,Grains,2023-03,10-03-2023,444.2224998,West,1640,,
2308,Milk,Dairy,2023-03,10-03-2023,312.341457,East,1063,,
2395,Vegetables,Bakery,2023-03,10-03-2023,362.0105583,West,1105,,
2460,Rice,Produce,2023-03,10-03-2023,233.3224018,South,1273,,
3351,Eggs,Dairy,2023-03,10-03-2023,237.2219043,East,1865,,
3513,Bread,Bakery,2023-03,10-03-2023,224.7718665,Central,1465,,
4120,Milk,Grains,2023-03,10-03-2023,11.97849198,East,1859,,
4180,Rice,Produce,2023-03,10-03-2023,403.4254067,West,1598,,
4398,Bread,Grains,2023-03,10-03-2023,493.2078245,East,1545,,
1314,Rice,Bakery,2023-03,11-03-2023,354.8266089,South,1171,,
1349,Chicken,Produce,2023-03,11-03-2023,204.9565089,South,1916,,
1853,Rice,Grains,2023-03,11-03-2023,64.29849536,South,1780,,
1878,Chicken,Bakery,2023-03,11-03-2023,134.1929233,West,1908,,
1969,Eggs,Bakery,2023-03,11-03-2023,207.8745962,West,1651,,
2216,Chicken,Dairy,2023-03,11-03-2023,396.6713362,East,1942,,
2233,Rice,Produce,2023-03,11-03-2023,106.0815252,North,1437,,
2471,Chicken,Dairy,2023-03,11-03-2023,99.7271974,North,1464,,
2537,Chicken,Dairy,2023-03,11-03-2023,130.7665054,West,1198,,
2628,Chicken,Meat,2023-03,11-03-2023,16.64511541,West,1901,,
3703,Bread,Grains,2023-03,11-03-2023,28.63008699,North,1049,,
3797,Fruits,Produce,2023-03,11-03-2023,281.9787774,South,1662,,
3799,Chicken,Dairy,2023-03,11-03-2023,361.1342086,Central,1290,,
3938,Fruits,Bakery,2023-03,11-03-2023,75.61922446,North,1880,,
4522,Bread,Dairy,2023-03,11-03-2023,464.7067443,West,1228,,
4573,Chicken,Bakery,2023-03,11-03-2023,235.1814048,Central,1584,,
477,Rice,Meat,2023-03,12-03-2023,287.5083852,West,1021,,
1128,Vegetables,Bakery,2023-03,12-03-2023,207.5059327,North,1369,,
1584,Vegetables,Dairy,2023-03,12-03-2023,200.9182701,South,1593,,
1681,Milk,Dairy,2023-03,12-03-2023,454.5146029,East,1277,,
2167,Fruits,Produce,2023-03,12-03-2023,420.6317802,East,1694,,
2994,Milk,Grains,2023-03,12-03-2023,393.59435,South,1401,,
3409,Bread,Meat,2023-03,12-03-2023,248.2501986,Central,1330,,
3502,Bread,Dairy,2023-03,12-03-2023,256.5811582,North,1178,,
3922,Chicken,Produce,2023-03,12-03-2023,380.7200763,South,1210,,
4836,Rice,Grains,2023-03,12-03-2023,357.057898,West,1370,,
259,Fruits,Bakery,2023-03,13-03-2023,244.822119,North,1793,,
894,Fruits,Meat,2023-03,13-03-2023,470.7647874,South,1281,,
924,Rice,Meat,2023-03,13-03-2023,324.2143423,East,1144,,
1865,Eggs,Bakery,2023-03,13-03-2023,238.9384232,West,1533,,
1967,Chicken,Dairy,2023-03,13-03-2023,294.9910202,East,1133,,
3805,Chicken,Meat,2023-03,13-03-2023,99.41182873,North,1613,,
4031,Chicken,Grains,2023-03,13-03-2023,164.615515,South,1245,,
4443,Milk,Produce,2023-03,13-03-2023,281.8387099,South,1283,,
453,Vegetables,Meat,2023-03,14-03-2023,495.4351822,North,1606,,
890,Chicken,Grains,2023-03,14-03-2023,206.6295506,Central,1130,,
970,Milk,Produce,2023-03,14-03-2023,240.1746513,Central,1803,,
1309,Rice,Grains,2023-03,14-03-2023,406.1344875,East,1037,,
1795,Eggs,Produce,2023-03,14-03-2023,245.4056837,South,1632,,
2525,Eggs,Meat,2023-03,14-03-2023,110.4998405,East,1554,,
2629,Rice,Grains,2023-03,14-03-2023,280.7723274,West,1238,,
2689,Chicken,Produce,2023-03,14-03-2023,288.3235025,East,1496,,
3749,Rice,Dairy,2023-03,14-03-2023,367.0751515,Central,1605,,
3871,Chicken,Grains,2023-03,14-03-2023,188.1523437,North,1250,,
4083,Milk,Grains,2023-03,14-03-2023,239.4608338,East,1074,,
4560,Fruits,Meat,2023-03,14-03-2023,24.81963633,West,1095,,
734,Chicken,Produce,2023-03,15-03-2023,98.35282447,East,1630,,
1020,Eggs,Bakery,2023-03,15-03-2023,269.4266948,West,1581,,
1522,Rice,Produce,2023-03,15-03-2023,399.8503037,East,1948,,
1745,Chicken,Grains,2023-03,15-03-2023,15.29845889,West,1009,,
1780,Chicken,Produce,2023-03,15-03-2023,304.3016451,North,1788,,
1924,Fruits,Meat,2023-03,15-03-2023,337.7781223,East,1993,,
3510,Eggs,Dairy,2023-03,15-03-2023,208.601297,South,1715,,
3972,Bread,Produce,2023-03,15-03-2023,337.0742658,South,1344,,
3980,Fruits,Meat,2023-03,15-03-2023,177.7380699,South,1646,,
4034,Vegetables,Bakery,2023-03,15-03-2023,119.2139433,East,1142,,
48,Rice,Meat,2023-03,16-03-2023,145.007194,Central,1150,,
199,Chicken,Produce,2023-03,16-03-2023,227.806303,West,1715,,
245,Fruits,Dairy,2023-03,16-03-2023,174.6840478,East,1587,,
362,Vegetables,Bakery,2023-03,16-03-2023,145.3623494,East,1482,,
624,Milk,Dairy,2023-03,16-03-2023,440.2650243,Central,1576,,
640,Bread,Bakery,2023-03,16-03-2023,243.9959794,West,1681,,
2005,Milk,Grains,2023-03,16-03-2023,415.0931367,North,1392,,
2106,Fruits,Meat,2023-03,16-03-2023,165.0972367,North,1053,,
3199,Fruits,Meat,2023-03,16-03-2023,363.5391894,Central,1223,,
3547,Fruits,Dairy,2023-03,16-03-2023,16.7973626,North,1351,,
3811,Eggs,Produce,2023-03,16-03-2023,326.8001998,North,1271,,
4131,Fruits,Produce,2023-03,16-03-2023,98.99813566,South,1095,,
4650,Vegetables,Produce,2023-03,16-03-2023,202.3986082,Central,1714,,
459,Milk,Bakery,2023-03,17-03-2023,5.184273929,East,1025,,
1018,Vegetables,Grains,2023-03,17-03-2023,392.9090317,East,1020,,
1122,Rice,Grains,2023-03,17-03-2023,374.4212433,South,1358,,
1263,Vegetables,Produce,2023-03,17-03-2023,369.2831086,North,1544,,
1502,Vegetables,Produce,2023-03,17-03-2023,174.5310254,Central,1900,,
1737,Milk,Grains,2023-03,17-03-2023,233.9106923,South,1290,,
1797,Rice,Produce,2023-03,17-03-2023,394.5557518,Central,1119,,
1964,Fruits,Produce,2023-03,17-03-2023,465.825512,Central,1942,,
2552,Rice,Bakery,2023-03,17-03-2023,498.3046202,Central,1542,,
3220,Fruits,Dairy,2023-03,17-03-2023,339.2614586,Central,1120,,
3403,Vegetables,Meat,2023-03,17-03-2023,433.4654729,North,1166,,
3407,Eggs,Bakery,2023-03,17-03-2023,347.0826479,South,1497,,
4703,Chicken,Bakery,2023-03,17-03-2023,436.5404148,South,1034,,
4945,Milk,Produce,2023-03,17-03-2023,372.4209515,North,1755,,
792,Vegetables,Meat,2023-03,18-03-2023,399.6974468,North,1633,,
2061,Fruits,Grains,2023-03,18-03-2023,329.2037677,West,1061,,
3617,Bread,Bakery,2023-03,18-03-2023,393.7636036,Central,1698,,
4605,Rice,Bakery,2023-03,18-03-2023,164.1589401,Central,1807,,
81,Chicken,Produce,2023-03,19-03-2023,171.8036203,East,1888,,
231,Eggs,Meat,2023-03,19-03-2023,251.2453859,North,1425,,
971,Rice,Grains,2023-03,19-03-2023,489.9209697,North,1825,,
1074,Fruits,Meat,2023-03,19-03-2023,263.7750669,Central,1742,,
2027,Fruits,Bakery,2023-03,19-03-2023,335.126142,South,1022,,
2943,Eggs,Bakery,2023-03,19-03-2023,442.4386287,Central,1559,,
2953,Fruits,Dairy,2023-03,19-03-2023,100.5268133,South,1996,,
3369,Vegetables,Grains,2023-03,19-03-2023,222.1096425,South,1897,,
3895,Bread,Grains,2023-03,19-03-2023,485.0868395,North,1749,,
4028,Fruits,Bakery,2023-03,19-03-2023,155.7760321,South,1841,,
4137,Rice,Dairy,2023-03,19-03-2023,491.0061506,Central,1097,,
4210,Milk,Grains,2023-03,19-03-2023,131.2845324,West,1366,,
4462,Bread,Produce,2023-03,19-03-2023,267.1647148,Central,1235,,
4517,Vegetables,Dairy,2023-03,19-03-2023,436.7654424,West,1555,,
4558,Bread,Grains,2023-03,19-03-2023,170.7752603,East,1408,,
130,Fruits,Dairy,2023-03,20-03-2023,197.2203712,Central,1444,,
237,Milk,Meat,2023-03,20-03-2023,301.1219699,East,1667,,
461,Bread,Grains,2023-03,20-03-2023,255.2665118,East,1484,,
1934,Vegetables,Meat,2023-03,20-03-2023,448.5840344,North,1314,,
2173,Eggs,Bakery,2023-03,20-03-2023,120.5083798,Central,1045,,
2472,Eggs,Produce,2023-03,20-03-2023,131.7008375,North,1108,,
3706,Eggs,Bakery,2023-03,20-03-2023,425.4453509,West,1390,,
3987,Vegetables,Grains,2023-03,20-03-2023,483.518942,North,1148,,
4132,Chicken,Grains,2023-03,20-03-2023,386.328815,North,1164,,
4431,Eggs,Grains,2023-03,20-03-2023,181.5494746,Central,1305,,
444,Eggs,Meat,2023-03,21-03-2023,41.67002215,South,1772,,
3534,Rice,Meat,2023-03,21-03-2023,282.0184786,North,1969,,
3825,Chicken,Dairy,2023-03,21-03-2023,218.0987959,East,1423,,
4553,Bread,Bakery,2023-03,21-03-2023,202.3650061,East,1518,,
4683,Chicken,Meat,2023-03,21-03-2023,159.1157723,East,1112,,
391,Chicken,Grains,2023-03,22-03-2023,132.5187383,Central,1195,,
807,Bread,Dairy,2023-03,22-03-2023,380.3920039,West,1653,,
1287,Rice,Meat,2023-03,22-03-2023,404.480003,West,1736,,
2694,Eggs,Meat,2023-03,22-03-2023,67.23872775,Central,1792,,
2798,Eggs,Produce,2023-03,22-03-2023,49.96693347,South,1454,,
2837,Milk,Meat,2023-03,22-03-2023,239.4378702,East,1913,,
3073,Milk,Produce,2023-03,22-03-2023,79.27030256,West,1704,,
3729,Chicken,Grains,2023-03,22-03-2023,499.9461058,South,1508,,
3861,Vegetables,Meat,2023-03,22-03-2023,94.21632373,South,1623,,
4033,Fruits,Dairy,2023-03,22-03-2023,28.29014051,West,1718,,
4717,Fruits,Grains,2023-03,22-03-2023,347.4749419,South,1644,,
4865,Eggs,Grains,2023-03,22-03-2023,288.0662455,North,1759,,
367,Vegetables,Grains,2023-03,23-03-2023,337.8640131,North,1644,,
1081,Vegetables,Bakery,2023-03,23-03-2023,91.97879307,West,1153,,
1197,Rice,Grains,2023-03,23-03-2023,70.35990333,West,1770,,
1371,Eggs,Produce,2023-03,23-03-2023,34.90611068,West,1062,,
1477,Milk,Produce,2023-03,23-03-2023,471.8493163,South,1157,,
1595,Eggs,Dairy,2023-03,23-03-2023,250.0262184,North,1848,,
1639,Chicken,Meat,2023-03,23-03-2023,437.5671133,Central,1908,,
2556,Rice,Meat,2023-03,23-03-2023,282.2429679,East,1066,,
2674,Chicken,Dairy,2023-03,23-03-2023,187.6544386,West,1374,,
2784,Fruits,Meat,2023-03,23-03-2023,497.655671,North,1107,,
3108,Rice,Grains,2023-03,23-03-2023,318.3616965,North,1252,,
3156,Vegetables,Produce,2023-03,23-03-2023,375.2730371,North,1430,,
4068,Chicken,Dairy,2023-03,23-03-2023,91.94772704,West,1996,,
4902,Eggs,Produce,2023-03,23-03-2023,83.25196509,South,1427,,
681,Chicken,Meat,2023-03,24-03-2023,56.31140187,Central,1985,,
1063,Rice,Bakery,2023-03,24-03-2023,217.680039,Central,1882,,
1124,Rice,Grains,2023-03,24-03-2023,107.2229784,Central,1183,,
1470,Vegetables,Dairy,2023-03,24-03-2023,221.1207835,Central,1614,,
1661,Eggs,Meat,2023-03,24-03-2023,387.9047385,Central,1765,,
2633,Chicken,Grains,2023-03,24-03-2023,388.008692,South,1334,,
2707,Chicken,Grains,2023-03,24-03-2023,198.3123002,South,1710,,
4086,Eggs,Bakery,2023-03,24-03-2023,371.409627,Central,1040,,
4317,Fruits,Bakery,2023-03,24-03-2023,197.8556936,North,1722,,
4438,Eggs,Bakery,2023-03,24-03-2023,31.59205338,West,1084,,
4543,Bread,Bakery,2023-03,24-03-2023,48.72357906,East,1256,,
236,Rice,Produce,2023-03,25-03-2023,377.7925506,North,1910,,
454,Milk,Meat,2023-03,25-03-2023,100.859428,Central,1233,,
1256,Fruits,Meat,2023-03,25-03-2023,437.6943617,West,1989,,
1468,Bread,Grains,2023-03,25-03-2023,403.6937763,South,1695,,
1718,Milk,Meat,2023-03,25-03-2023,342.6460669,South,1303,,
2227,Fruits,Bakery,2023-03,25-03-2023,288.2214443,North,1732,,
2317,Vegetables,Meat,2023-03,25-03-2023,6.373923627,South,1396,,
2416,Milk,Dairy,2023-03,25-03-2023,83.005147,South,1110,,
2502,Milk,Grains,2023-03,25-03-2023,85.39035888,South,1272,,
2889,Vegetables,Bakery,2023-03,25-03-2023,248.4325425,East,1117,,
3076,Fruits,Grains,2023-03,25-03-2023,416.250539,South,1394,,
3091,Bread,Grains,2023-03,25-03-2023,369.7564134,West,1193,,
3365,Vegetables,Produce,2023-03,25-03-2023,144.6625824,South,1242,,
3400,Rice,Grains,2023-03,25-03-2023,218.114948,North,1812,,
3642,Chicken,Bakery,2023-03,25-03-2023,253.0127676,West,1844,,
3655,Eggs,Produce,2023-03,25-03-2023,33.42220852,West,1464,,
3726,Bread,Produce,2023-03,25-03-2023,172.9471228,West,1540,,
4111,Vegetables,Produce,2023-03,25-03-2023,176.077146,South,1085,,
4384,Eggs,Grains,2023-03,25-03-2023,456.7266124,East,1526,,
4574,Milk,Meat,2023-03,25-03-2023,387.8046036,East,1827,,
4906,Milk,Meat,2023-03,25-03-2023,152.4465339,South,1540,,
102,Bread,Bakery,2023-03,26-03-2023,440.3522947,South,1316,,
450,Bread,Bakery,2023-03,26-03-2023,139.6415444,West,1380,,
558,Fruits,Bakery,2023-03,26-03-2023,401.2762646,South,1895,,
588,Chicken,Bakery,2023-03,26-03-2023,449.5653364,North,1739,,
712,Eggs,Dairy,2023-03,26-03-2023,422.0722159,East,1643,,
757,Eggs,Meat,2023-03,26-03-2023,419.5799286,East,1918,,
1204,Chicken,Bakery,2023-03,26-03-2023,398.9759539,North,1690,,
1546,Fruits,Produce,2023-03,26-03-2023,273.8857413,East,1243,,
1909,Vegetables,Bakery,2023-03,26-03-2023,125.6756481,West,1184,,
2130,Chicken,Grains,2023-03,26-03-2023,199.7794012,Central,1577,,
2157,Vegetables,Bakery,2023-03,26-03-2023,27.23416876,South,1784,,
2200,Bread,Produce,2023-03,26-03-2023,164.104352,East,1381,,
2356,Rice,Produce,2023-03,26-03-2023,95.79272749,West,1528,,
2496,Vegetables,Dairy,2023-03,26-03-2023,454.7862805,North,1133,,
2846,Vegetables,Grains,2023-03,26-03-2023,284.3549243,East,1856,,
4077,Vegetables,Produce,2023-03,26-03-2023,473.4494034,West,1315,,
4104,Vegetables,Dairy,2023-03,26-03-2023,190.3545805,Central,1105,,
4184,Bread,Bakery,2023-03,26-03-2023,149.1964812,North,1684,,
4542,Rice,Bakery,2023-03,26-03-2023,227.526811,West,1267,,
4747,Fruits,Bakery,2023-03,26-03-2023,441.7825066,West,1966,,
4799,Chicken,Grains,2023-03,26-03-2023,74.25707669,North,1348,,
290,Eggs,Dairy,2023-03,27-03-2023,407.3551063,East,1980,,
475,Bread,Bakery,2023-03,27-03-2023,409.9960728,North,1254,,
719,Vegetables,Dairy,2023-03,27-03-2023,304.5879854,Central,1470,,
2149,Eggs,Grains,2023-03,27-03-2023,15.17607559,East,1235,,
2152,Bread,Meat,2023-03,27-03-2023,142.1432078,East,1599,,
2340,Eggs,Produce,2023-03,27-03-2023,207.8204465,North,1135,,
2995,Rice,Dairy,2023-03,27-03-2023,398.9246482,West,1486,,
3095,Rice,Meat,2023-03,27-03-2023,21.08493103,West,1022,,
3457,Fruits,Bakery,2023-03,27-03-2023,185.021542,East,1864,,
3492,Eggs,Bakery,2023-03,27-03-2023,29.76203969,East,1983,,
4135,Fruits,Bakery,2023-03,27-03-2023,187.3521528,East,1838,,
4160,Chicken,Produce,2023-03,27-03-2023,459.6974589,East,1889,,
4194,Fruits,Meat,2023-03,27-03-2023,90.67954928,East,1177,,
4325,Eggs,Produce,2023-03,27-03-2023,452.8196598,Central,1230,,
4328,Bread,Grains,2023-03,27-03-2023,476.2437761,North,1527,,
14,Chicken,Produce,2023-03,28-03-2023,284.7682488,South,1950,,
426,Eggs,Meat,2023-03,28-03-2023,137.5822675,North,1238,,
483,Rice,Meat,2023-03,28-03-2023,95.21349503,East,1512,,
553,Chicken,Bakery,2023-03,28-03-2023,189.170499,East,1830,,
1695,Chicken,Bakery,2023-03,28-03-2023,245.7219461,North,1031,,
2060,Eggs,Produce,2023-03,28-03-2023,92.68181129,East,1963,,
2592,Rice,Produce,2023-03,28-03-2023,208.5570665,East,1186,,
3280,Rice,Bakery,2023-03,28-03-2023,34.23241465,Central,1791,,
3371,Bread,Meat,2023-03,28-03-2023,381.5295688,East,1526,,
3394,Eggs,Bakery,2023-03,28-03-2023,119.7784465,North,1106,,
4340,Fruits,Produce,2023-03,28-03-2023,446.9733946,North,1418,,
4813,Rice,Produce,2023-03,28-03-2023,147.5482534,South,1258,,
4831,Bread,Grains,2023-03,28-03-2023,432.3463814,Central,1524,,
4972,Chicken,Bakery,2023-03,28-03-2023,429.811711,North,1168,,
9,Chicken,Meat,2023-03,29-03-2023,302.1298104,South,1834,,
139,Rice,Meat,2023-03,29-03-2023,357.6852981,East,1543,,
472,Rice,Bakery,2023-03,29-03-2023,303.1439694,South,1626,,
551,Bread,Bakery,2023-03,29-03-2023,146.4434248,North,1743,,
1044,Milk,Grains,2023-03,29-03-2023,263.7772329,South,1671,,
1069,Rice,Meat,2023-03,29-03-2023,256.7021982,West,1214,,
1729,Milk,Meat,2023-03,29-03-2023,195.6232722,West,1742,,
2469,Eggs,Dairy,2023-03,29-03-2023,336.3776004,North,1770,,
2621,Fruits,Meat,2023-03,29-03-2023,300.1502206,South,1907,,
3039,Vegetables,Grains,2023-03,29-03-2023,408.8938467,Central,1222,,
3283,Chicken,Dairy,2023-03,29-03-2023,211.2051745,Central,1138,,
3677,Vegetables,Dairy,2023-03,29-03-2023,111.3788447,South,1531,,
3777,Eggs,Bakery,2023-03,29-03-2023,14.62773821,West,1982,,
4595,Vegetables,Produce,2023-03,29-03-2023,237.6020682,West,1661,,
23,Milk,Meat,2023-03,30-03-2023,136.8622596,North,1408,,
1002,Vegetables,Meat,2023-03,30-03-2023,284.9026368,West,1243,,
2160,Chicken,Grains,2023-03,30-03-2023,199.4678887,West,1649,,
2650,Fruits,Bakery,2023-03,30-03-2023,471.4450166,Central,1266,,
2976,Eggs,Bakery,2023-03,30-03-2023,434.6381103,South,1806,,
140,Vegetables,Produce,2023-03,31-03-2023,143.3475554,South,1197,,
240,Rice,Meat,2023-03,31-03-2023,68.43583372,South,1333,,
670,Chicken,Meat,2023-03,31-03-2023,67.55111962,South,1972,,
965,Eggs,Grains,2023-03,31-03-2023,226.976851,Central,1338,,
1467,Bread,Dairy,2023-03,31-03-2023,484.3812174,South,1777,,
1544,Eggs,Dairy,2023-03,31-03-2023,493.2929378,Central,1102,,
1844,Bread,Dairy,2023-03,31-03-2023,158.1855213,Central,1140,,
2343,Rice,Meat,2023-03,31-03-2023,93.42502901,South,1224,,
3016,Rice,Grains,2023-03,31-03-2023,98.79380621,South,1558,,
3165,Milk,Grains,2023-03,31-03-2023,63.17699766,West,1521,,
3386,Eggs,Meat,2023-03,31-03-2023,277.9380882,West,1464,,
3753,Bread,Meat,2023-03,31-03-2023,397.3168301,West,1039,,
4205,Milk,Produce,2023-03,31-03-2023,387.3217414,East,1118,,
4470,Chicken,Meat,2023-03,31-03-2023,362.921995,West,1961,,
193,Milk,Dairy,2023-04,01-04-2023,17.97197679,Central,1904,,
620,Fruits,Dairy,2023-04,01-04-2023,147.7138172,South,1514,,
802,Vegetables,Produce,2023-04,01-04-2023,14.32015316,South,1622,,
1952,Vegetables,Meat,2023-04,01-04-2023,85.35155935,South,1925,,
2383,Fruits,Produce,2023-04,01-04-2023,221.2377235,West,1404,,
2505,Vegetables,Meat,2023-04,01-04-2023,16.87520128,West,1133,,
2748,Bread,Produce,2023-04,01-04-2023,492.6792193,North,1791,,
3054,Bread,Meat,2023-04,01-04-2023,244.6735057,South,1224,,
3470,Vegetables,Bakery,2023-04,01-04-2023,13.24001655,South,1563,,
3618,Vegetables,Bakery,2023-04,01-04-2023,498.8269619,East,1629,,
3792,Vegetables,Meat,2023-04,01-04-2023,154.3317478,South,1309,,
4075,Chicken,Bakery,2023-04,01-04-2023,143.339759,West,1221,,
4169,Rice,Grains,2023-04,01-04-2023,68.96539939,South,1581,,
4287,Rice,Produce,2023-04,01-04-2023,263.2685081,Central,1452,,
4554,Chicken,Dairy,2023-04,01-04-2023,128.9796534,West,1578,,
678,Vegetables,Meat,2023-04,02-04-2023,253.7373849,East,1799,,
697,Chicken,Meat,2023-04,02-04-2023,138.8224593,East,1717,,
1478,Milk,Produce,2023-04,02-04-2023,364.0845936,East,1670,,
1550,Bread,Produce,2023-04,02-04-2023,490.7294229,West,1458,,
1900,Milk,Bakery,2023-04,02-04-2023,50.62891729,Central,1699,,
2425,Milk,Dairy,2023-04,02-04-2023,315.5619249,South,1500,,
2802,Chicken,Bakery,2023-04,02-04-2023,284.5306419,North,1962,,
3004,Rice,Grains,2023-04,02-04-2023,292.1154946,Central,1219,,
4078,Eggs,Produce,2023-04,02-04-2023,53.7769447,West,1702,,
4578,Chicken,Grains,2023-04,02-04-2023,474.9295746,Central,1700,,
4827,Fruits,Produce,2023-04,02-04-2023,375.591523,East,1858,,
223,Milk,Dairy,2023-04,03-04-2023,235.8038701,East,1450,,
1083,Bread,Dairy,2023-04,03-04-2023,153.9913173,West,1029,,
1605,Chicken,Bakery,2023-04,03-04-2023,120.9557357,South,1321,,
2009,Eggs,Meat,2023-04,03-04-2023,142.6106242,North,1973,,
2034,Vegetables,Dairy,2023-04,03-04-2023,24.00442252,Central,1535,,
2918,Rice,Bakery,2023-04,03-04-2023,290.2778625,Central,1397,,
2960,Bread,Meat,2023-04,03-04-2023,311.2063558,East,1168,,
3338,Rice,Dairy,2023-04,03-04-2023,163.8284857,West,1195,,
4231,Rice,Dairy,2023-04,03-04-2023,494.1846144,South,1680,,
4333,Rice,Dairy,2023-04,03-04-2023,166.1207757,East,1745,,
100,Eggs,Meat,2023-04,04-04-2023,66.81375116,West,1179,,
819,Milk,Bakery,2023-04,04-04-2023,427.5141735,West,1886,,
1242,Fruits,Meat,2023-04,04-04-2023,18.30962166,West,1372,,
1317,Vegetables,Bakery,2023-04,04-04-2023,8.53022054,Central,1581,,
1385,Fruits,Meat,2023-04,04-04-2023,79.13342129,East,1691,,
1393,Fruits,Produce,2023-04,04-04-2023,310.6957398,North,1683,,
1698,Milk,Produce,2023-04,04-04-2023,426.8881174,North,1338,,
2143,Eggs,Produce,2023-04,04-04-2023,245.564015,West,1036,,
2276,Rice,Meat,2023-04,04-04-2023,414.1226399,North,1522,,
2478,Fruits,Dairy,2023-04,04-04-2023,226.370609,West,1365,,
2695,Vegetables,Meat,2023-04,04-04-2023,431.0568178,South,1310,,
2923,Fruits,Bakery,2023-04,04-04-2023,17.49030562,North,1734,,
2971,Bread,Grains,2023-04,04-04-2023,314.4292608,South,1932,,
3051,Eggs,Produce,2023-04,04-04-2023,493.748986,North,1567,,
3780,Bread,Produce,2023-04,04-04-2023,188.0502002,Central,1771,,
4440,Eggs,Produce,2023-04,04-04-2023,316.1784273,East,1208,,
4645,Vegetables,Grains,2023-04,04-04-2023,152.6913496,South,1294,,
4674,Vegetables,Meat,2023-04,04-04-2023,286.8615444,South,1703,,
4828,Chicken,Grains,2023-04,04-04-2023,53.96702087,Central,1482,,
152,Eggs,Produce,2023-04,05-04-2023,319.7138392,East,1463,,
1163,Vegetables,Meat,2023-04,05-04-2023,314.7723736,East,1925,,
1321,Chicken,Dairy,2023-04,05-04-2023,238.4461059,Central,1043,,
1579,Fruits,Dairy,2023-04,05-04-2023,496.2565806,South,1824,,
1653,Rice,Produce,2023-04,05-04-2023,197.0800568,West,1500,,
2508,Rice,Meat,2023-04,05-04-2023,204.2802349,Central,1967,,
2547,Bread,Grains,2023-04,05-04-2023,366.4105538,West,1438,,
3105,Fruits,Meat,2023-04,05-04-2023,366.1628319,West,1457,,
3438,Bread,Meat,2023-04,05-04-2023,437.4846083,West,1570,,
3744,Fruits,Dairy,2023-04,05-04-2023,325.9605819,West,1648,,
3770,Fruits,Grains,2023-04,05-04-2023,390.965286,West,1435,,
3914,Fruits,Dairy,2023-04,05-04-2023,491.4832533,South,1340,,
4230,Milk,Bakery,2023-04,05-04-2023,469.4753352,South,1598,,
4436,Fruits,Dairy,2023-04,05-04-2023,413.1926865,South,1216,,
4697,Vegetables,Bakery,2023-04,05-04-2023,204.4904306,East,1245,,
4727,Fruits,Grains,2023-04,05-04-2023,142.4993086,West,1082,,
4872,Chicken,Bakery,2023-04,05-04-2023,464.9833665,South,1030,,
308,Rice,Grains,2023-04,06-04-2023,53.72779858,East,1515,,
513,Vegetables,Dairy,2023-04,06-04-2023,267.1643292,West,1657,,
863,Eggs,Grains,2023-04,06-04-2023,25.73408195,East,1191,,
883,Vegetables,Grains,2023-04,06-04-2023,28.46410114,South,1359,,
1188,Vegetables,Bakery,2023-04,06-04-2023,354.4613083,South,1182,,
1492,Vegetables,Dairy,2023-04,06-04-2023,430.1223802,West,1195,,
2576,Rice,Bakery,2023-04,06-04-2023,381.1198375,South,1131,,
2969,Fruits,Produce,2023-04,06-04-2023,204.2508666,South,1798,,
3769,Rice,Meat,2023-04,06-04-2023,52.71950353,West,1217,,
4182,Chicken,Grains,2023-04,06-04-2023,479.3209902,East,1730,,
4344,Bread,Produce,2023-04,06-04-2023,84.4907326,West,1019,,
4367,Chicken,Bakery,2023-04,06-04-2023,429.6103929,Central,1220,,
4654,Bread,Bakery,2023-04,06-04-2023,382.9838885,East,1591,,
4915,Rice,Meat,2023-04,06-04-2023,410.4113777,Central,1397,,
44,Chicken,Produce,2023-04,07-04-2023,101.4823169,South,1351,,
524,Chicken,Dairy,2023-04,07-04-2023,467.1489164,West,1360,,
613,Chicken,Dairy,2023-04,07-04-2023,48.35334632,Central,1170,,
707,Chicken,Dairy,2023-04,07-04-2023,339.972214,West,1365,,
845,Milk,Dairy,2023-04,07-04-2023,172.12855,West,1251,,
